match eyediff nosecheekdiff variabilityratio
0 0.036647233 0.08224967 1.0684301
0 0.041571268 0.12616139 0.94133591
1 0.015653833 0.019402942 0.97877504
0 0.058028953 0.08141708 0.98392345
1 0.040746374 0.036952209 0.93740281
0 0.092698297 0.059910639 0.97443088
1 0.035368671 0.026390551 0.96499489
1 0.024252017 0.11110949 1.0961207
0 0.0087909296 0.11403924 0.94466846
0 0.028453905 0.0053533055 0.94756727
1 0.080547691 0.0078302666 0.98273906
1 0.01403205 0.074956822 0.98686395
1 0.053132931 0.017787996 1.0602964
1 0.0081141225 0.047869841 1.0130843
0 0.058552041 0.11022587 0.97315802
1 0.0043778777 0.052747571 1.0631244
1 0.10634668 0.16932391 0.93989529
1 0.026901809 0.13181669 0.8839735
0 0.073944416 0.0058105613 0.98463691
1 0.00079907443 0.013068955 1.0086372
0 0.02720825 0.10711348 0.94536386
0 0.029489527 0.06502136 0.99572956
1 0.060229326 0.068081126 0.96017135
1 0.014245074 0.024392949 0.98221059
0 0.18871171 0.095580173 1.2945203
1 0.015518342 0.003741897 1.0407184
1 0.075680057 0.070848872 0.97295718
1 0.1540359 0.15119398 1.0649568
1 0.0054876341 0.037473668 1.0371179
1 0.015886094 0.0098476495 1.0478074
1 0.0024381567 0.082513928 0.98702362
1 0.0047289628 0.049024964 0.96888222
1 0.042384435 0.036985626 1.0415848
1 0.009135423 0.010988343 1.0090392
1 0.00767961 0.023765616 1.0155659
0 0.039985391 0.16187873 0.97214393
1 0.062403574 0.00175519 0.98960544
0 0.038407313 0.023535818 1.0095791
1 0.041736571 0.016266114 0.99015439
1 0.021073838 0.062704777 1.0302547
1 0.029804801 0.051807444 1.0420915
1 0.035159024 0.066272843 0.96464192
1 0.082372515 0.0086791747 0.99943534
1 0.021765226 0.0087447195 0.99419143
1 0.0056605026 0.058712742 1.0077834
1 0.11956022 0.03415453 0.99261985
1 0.032584043 0.044228922 0.98595463
1 0.015627474 0.02143143 0.99948693
1 0.060255674 0.020163547 0.98540704
1 0.023368581 0.051447919 1.0948102
1 0.0073642623 0.20887456 0.89678797
1 0.052948067 0.081781351 1.0131078
1 0.036590505 0.15804708 1.1333374
1 0.025650239 0.041921664 0.99045035
1 0.069696994 0.11795732 1.0633443
1 0.049166852 0.074897893 1.0120854
1 0.038409384 0.21071556 0.96817256
0 0.010992678 0.18287057 0.87939508
0 0.0037194933 0.052613929 1.0375283
1 0.047273546 0.023987529 0.96924159
1 0.043098628 0.012177269 1.024221
1 0.034841613 0.18494139 0.92694089
1 0.0024440516 0.044429877 0.99375361
0 0.069096813 0.046128784 1.00412
1 0.091721056 0.0886626 0.9866333
1 0.072243835 0.14209562 1.0211927
1 0.061855665 0.10950603 1.0534738
1 0.04976282 0.021254397 1.0139984
1 0.011408332 0.10794818 0.97773755
1 0.058616355 0.048110288 0.95115616
0 0.081413302 0.031125055 0.96876935
1 0.09378588 0.040188854 0.99561308
1 0.16879091 0.061306115 1.0582881
1 0.014659093 0.0013907067 1.0085922
1 0.019417159 0.036147632 0.98143584
1 0.00489587 0.083651666 1.0435071
1 0.08747586 0.041171329 0.96835609
1 0.073078443 0.12437406 1.0636267
1 0.027556203 0.0039846494 0.98569056
1 0.029770562 0.020768178 1.0684112
1 0.00024653932 0.026137536 1.0016712
1 0.12784314 0.084910919 1.1015998
1 0.066137403 0.022599913 0.97227377
1 0.02676537 0.0050582439 0.96830831
1 0.090559225 0.022514428 0.94703348
1 0.0033117167 0.020865382 0.94752601
1 0.11504282 0.066240516 0.90995587
1 0.010325445 0.0076909309 1.0094464
1 0.054248522 0.17113457 1.1686301
1 0.017816043 0.022782817 0.99138624
1 0.016897764 0.010982078 1.0279859
1 0.0050902258 0.012560739 0.98327264
1 0.023814521 0.079836544 1.105935
1 0.10174718 0.11606819 0.99914783
1 0.055547536 0.036371965 0.94532887
1 0.037272206 0.10519723 1.0272241
1 0.031040324 0.015193378 0.97883246
1 0.16544611 0.1769526 0.78085215
1 0.032700198 0.088411907 1.1418937
1 0.11829783 0.23685447 1.1266413
1 0.012983622 0.11611935 1.0439212
0 0.0214914 0.047955487 1.0017703
1 0.018696005 0.10884466 0.98582774
1 0.015954193 0.023453367 0.98379712
1 0.014195856 0.053145433 0.9782575
1 0.074255999 0.00011278501 0.99426074
1 0.03713514 0.050353921 1.043057
1 0.0036577408 0.0050664721 0.99766266
1 0.017042993 0.11292238 1.080251
1 0.072428548 0.040878243 1.0228449
1 0.0064563125 0.026907171 1.002518
0 0.18126019 0.15591308 1.1181902
0 0.078826826 0.15570071 1.0427063
1 0.069178027 0.074559654 1.0337054
1 0.033975284 0.055170165 1.0238175
1 0.068237016 0.090500656 1.0753951
1 0.017959345 0.06605223 0.93879411
1 0.031468423 0.11136173 0.88459388
1 0.048696908 0.088929818 0.96955846
1 0.0147767 0.016252478 0.98501408
1 0.074338512 0.027376148 0.93208285
1 0.055912891 0.084637073 1.002582
1 0.077242825 0.014044663 1.022877
1 0.03472893 0.080491634 0.94817081
0 0.22838464 0.0083090106 1.0006957
1 0.046465508 0.01475453 1.0315887
1 0.077409819 0.097208137 1.0075686
1 0.14849295 0.043567989 0.98020363
1 0.075480353 0.074214483 1.0317462
1 0.032459713 0.0076063633 0.98915735
1 0.11540273 0.055902558 1.1146322
1 0.065406814 0.0037776166 1.0011468
1 0.0087032602 0.04818281 1.011692
1 0.026020383 0.022339151 1.0050087
1 0.027978829 0.027609206 1.007217
1 0.026725801 0.0082774055 0.98786644
1 0.080162398 0.046398164 1.0275656
1 0.029555644 0.038149155 0.92769093
1 0.056253452 0.010633075 1.0310066
1 0.029522316 0.0009210201 1.0089092
1 0.10578988 0.10764379 0.95751925
1 0.026537754 0.017187425 1.0225175
0 0.13093099 0.31118361 1.0340718
1 0.054798086 0.0015693688 1.0133201
1 0.013772898 0.039381949 1.0123345
1 0.073264159 0.10750732 1.0733038
1 0.079076697 0.02581041 1.0401652
1 0.025080399 0.011561452 1.0011745
0 0.062906522 0.0030349387 1.0989574
1 0.01670887 0.055785411 1.0752616
1 0.086647998 0.1059865 0.95089052
1 0.035423023 0.04908214 0.98850879
1 0.037745053 0.082099469 1.0379005
1 0.17320096 0.15741076 1.0036356
1 0.0038283482 0.11892961 0.96034398
0 0.075906995 0.13094331 0.99575495
1 0.011315108 0.096129607 1.0423636
1 0.000125669 0.01413284 1.070795
1 0.0043979963 0.068474803 1.0516774
0 0.10835751 0.17119928 0.91203655
1 0.03730256 0.07616523 1.0075876
1 0.099938991 0.043884909 1.0036637
0 0.12403223 0.020942681 0.98446514
0 0.019311074 0.049230161 0.98408494
1 0.021318444 0.040677145 1.0102703
1 0.016908148 0.1931189 0.98803161
1 0.062954939 0.013609366 0.98867821
1 0.021857136 0.08714787 1.1289693
0 0.16651441 0.18748404 0.97096796
1 0.0073103391 0.006076338 1.0449348
0 0.12460774 0.18347809 1.055131
0 0.19120398 0.038972103 1.2509395
1 0.028373735 0.051805152 0.9429206
0 0.072541479 0.010241309 1.011157
1 0.079172243 0.023588865 1.1017125
1 0.051681549 0.010414073 1.0237102
1 0.054751035 0.090213631 1.0489125
0 0.13127397 0.14924731 1.160329
1 0.079807977 0.08958944 1.0493576
1 0.042882345 0.09736525 1.0139192
1 0.065320434 0.061127674 1.067998
0 0.16750694 0.29849963 0.92602442
0 0.027627972 0.16013529 0.89744417
0 0.074497604 0.01933379 1.0810032
0 0.16074435 0.066666563 1.1052092
1 0.16806439 0.1471522 1.1757635
0 0.079924713 0.22110363 1.0192018
1 0.11435661 0.082990904 1.1486154
0 0.037770258 0.041570497 0.82909758
0 0.023264592 0.20431241 0.95137977
0 0.12965137 0.11001539 1.0118371
0 0.084724938 0.17200593 0.93843796
0 0.0321331 0.25868801 0.78702656
1 0.051341928 0.11034815 1.0060962
1 0.00011161559 0.033060664 1.0145395
1 0.052540876 0.027551667 0.99912124
1 0.017031808 0.1050731 1.0200929
1 0.047046567 0.052173634 1.0369423
1 0.038922434 0.029529637 0.95021202
0 0.028794868 0.038336201 0.96261604
1 0.17904382 0.014397924 0.97772625
1 0.017400411 0.13564936 1.0033621
1 0.0234138 0.020507591 1.1183559
0 0.05621553 0.1244523 0.98626125
1 0.081732502 0.11459966 1.0995435
0 0.091743917 0.078389018 1.0630651
1 0.010715606 0.031309359 1.0352919
1 0.011532621 0.00075589495 1.1058154
1 0.025196802 0.046915595 1.0094052
0 0.026267738 0.044108266 1.0947325
0 0.12230522 0.10389434 1.1299805
0 0.23361586 0.13878999 1.1517349
1 0.017237715 0.0029158122 1.0081446
1 0.011984925 0.079205488 0.95353115
1 0.11866697 0.047415233 1.0555618
1 0.015108742 0.13951871 1.05882
1 0.057127447 0.0043259632 0.94590195
1 0.0022678274 0.008469902 1.0104671
1 0.029633681 0.13698603 1.0476578
1 0.096871758 0.095960543 1.0576595
0 0.005905576 0.12559486 1.0891311
1 0.10630929 0.10031896 0.96509091
1 0.087303291 0.14447301 1.0107523
1 0.091950601 0.069452789 1.0262199
1 0.013131792 0.036909701 1.0450599
1 0.050054296 0.052307943 0.95913451
0 0.089098166 0.16272342 1.0978866
0 0.17151481 0.05796446 1.0320989
1 0.02554546 0.10135328 1.0013934
1 0.082869178 0.076989046 0.99232821
0 0.045309061 0.068529167 0.99945328
0 0.012015229 0.021594136 1.1100465
1 0.08891575 0.033076032 1.0820891
1 0.019943864 0.060280899 1.0775868
0 0.07294305 0.20478111 1.1258805
0 0.048742584 0.034928773 0.82833865
0 0.004685084 0.031010814 0.98277173
1 0.046546685 0.030826529 1.0361371
1 0.097883955 0.16888481 1.0569782
1 0.042598416 0.083795872 1.1154731
0 0.11313883 0.23358051 1.0023568
0 0.065620839 0.13442718 1.0974934
0 0.06408614 0.20426621 1.164073
1 0.12301379 0.10036632 1.0505188
0 0.10536796 0.068348525 1.0337499
1 0.070075783 0.055071005 0.98173755
0 0.0062106037 0.009802677 1.0108088
1 0.1139375 0.09663635 0.82518312
1 0.074461146 0.018368599 0.96390692
0 0.0073308635 0.30194507 1.1784745
1 0.051071338 0.063244709 1.06471
0 0.23622924 0.22848572 0.84815412
1 0.11490346 0.07657276 1.0732187
0 0.25090361 0.20974916 1.110878
1 0.1185794 0.033683259 0.96749381
1 0.11167739 0.047707895 1.1260036
1 0.056649597 0.12210735 1.2832599
0 0.064716825 0.097423278 1.0919607
0 0.24606035 0.22540024 1.1809494
1 0.026224681 0.055084801 0.90555769
1 0.010217985 0.056160348 1.1289339
0 0.091141467 0.36830005 0.98374551
1 0.011473642 0.027200664 1.0504152
0 0.0071912528 0.15344208 1.0946269
0 0.17742203 0.24201554 1.1783449
1 0.064898217 0.017128718 0.98323425
0 0.053789038 0.10485753 0.94716526
1 0.057404948 0.086848953 0.93030272
0 0.1127101 0.16443434 0.93288522
1 0.029402776 0.028124972 1.0009293
1 0.048301763 0.028505338 0.98629923
0 0.20759374 0.072493484 1.079229
1 0.028429011 0.10267456 0.85962195
0 0.061749616 0.12962562 0.99594248
1 0.030054583 0.036021444 1.0911255
1 0.012727298 0.12572992 1.2247861
1 0.10710927 0.17478609 1.1076751
0 0.061377169 0.016399748 1.0030169
0 0.0027325982 0.043531778 1.0886724
1 0.00017706276 0.021398324 0.98332493
0 0.035817679 0.054538074 1.0533815
1 0.10391171 0.064398852 1.1141856
1 0.19012517 0.17855545 1.0136212
1 0.0871484 0.077235518 1.0422478
1 0.18264162 0.11584539 1.010532
1 0.066519963 0.024571641 1.0745849
0 0.099105279 0.34705044 1.1699493
0 0.02990682 0.057263652 1.1201965
0 0.12374363 0.093030643 1.0925939
1 0.016181673 0.062998467 1.0648246
1 0.11794392 0.1471502 0.99948386
1 0.03624669 0.153839 1.0016878
1 0.035601968 0.091914764 1.1303645
0 0.18640306 0.23587725 1.1444405
1 0.037321069 0.037552991 1.0518063
1 0.04276646 0.059967348 1.1205602
1 0.12163324 0.16431652 0.93522319
1 0.021992951 0.0276479 1.0551583
1 0.039875705 0.0092938227 1.0661578
0 0.015424221 0.059743849 0.85623724
1 0.039285783 0.020527908 1.1227362
1 0.017230633 0.054840987 0.97571602
1 0.024311321 0.061768763 1.0911091
1 0.084519874 0.025928706 0.92686303
0 0.064152402 0.030966326 1.061407
0 0.0019860332 0.095236493 0.95555707
1 0.05069155 0.019675229 0.97350943
1 0.039381386 0.042951753 1.1109109
0 0.010950674 0.052510485 1.0309373
1 0.070485175 0.19360714 1.0488924
1 0.113884 0.16801126 1.0731713
0 0.13043182 0.060888362 1.0434256
1 0.080289836 0.13101226 1.1239806
0 0.17990416 0.056772761 1.1225138
1 0.065642781 0.08798166 1.0910924
1 0.090360243 0.098620766 0.99366484
1 0.086465183 0.056786571 1.0531039
1 0.09198105 0.017663462 1.0881771
1 0.025625863 0.010006069 1.0286615
1 0.11942678 0.019255707 0.985874
1 0.021320232 0.10998209 0.91874061
0 0.050075928 0.11172622 1.1193556
1 0.027723889 0.033816681 0.96326639
1 0.012414413 0.019154854 0.95443504
1 0.015504462 0.0075594193 1.0133149
1 0.0068053409 0.047325652 0.95837165
1 0.044679448 0.090586824 0.96154938
1 0.0011018332 0.0080623692 1.0091082
0 0.039388855 0.10465704 0.95325621
1 0.0086253665 0.051034032 0.97903787
1 0.0071568755 0.087043522 0.92594914
1 0.012312963 0.036925119 0.99172768
1 0.056598937 0.048101264 1.0053007
1 0.019499708 0.070885772 0.92247902
1 0.032673891 0.06409654 1.0907251
1 0.093055617 0.039610844 1.143987
1 0.0075117479 0.085906222 0.93636786
0 0.13419646 0.081906876 0.828776
1 0.020955714 0.016612096 1.0178768
1 0.010797988 0.0085752529 0.95448488
1 0.033186593 0.051587952 0.97018155
1 0.043585512 0.000785378 1.0018358
1 0.0067995774 0.011610627 0.9690417
1 0.0064636826 0.0015715989 1.0055066
1 0.055578404 0.010965203 0.98604771
1 0.0072230435 0.0056352675 0.99529599
1 0.15077741 0.028254185 0.90006428
1 0.032153747 0.013581268 1.0019458
1 0.0030287485 0.0087443996 0.98677973
1 0.0043235995 0.013412915 0.97276233
1 0.013377898 0.091860458 1.0195027
1 0.062647587 0.16697627 1.0672458
1 0.0063942741 0.079958902 0.98694707
1 0.009424836 0.0070830569 0.95959982
1 0.019889379 0.043768765 0.96247596
0 0.040361205 0.12585323 0.99590025
1 0.0013814083 0.039753377 0.99689682
1 0.021287353 0.085380494 0.94173742
1 0.02628522 0.021276432 0.98902813
1 0.076083162 0.084211279 0.96910637
1 0.044524788 0.032598644 1.0267639
1 0.025825886 0.098645773 1.0152612
1 0.013307438 0.027008737 0.97939703
1 0.079007715 0.020777232 1.0098728
1 0.052026848 0.08853178 0.99647509
1 0.028687429 0.0060951952 0.98028072
1 0.020537778 0.0046687087 1.0896682
1 0.0047967179 0.0056371168 1.0530218
1 0.018301662 0.04121318 1.0043067
1 0.021324938 0.02917316 1.0257607
1 0.016643123 0.030775379 0.98179942
1 0.029842829 0.036370777 1.0506607
1 0.034132648 0.013778354 1.058537
1 0.045681885 0.0059157426 1.0227301
1 0.058168014 0.0055689618 1.0636477
1 0.053105034 0.002652065 0.99493975
1 0.011498995 0.21712579 1.0198402
1 0.022260688 0.036870748 0.97221475
1 0.020681007 0.0016958465 1.0016109
1 0.034947047 0.035205806 1.0309287
0 0.019093223 0.092563813 1.0003687
1 0.026115518 0.024429353 0.97802286
1 0.0037730773 0.011124585 1.016245
1 0.0261897 0.0013241311 0.96354483
1 0.016787125 0.014364852 0.96004802
1 0.028396239 0.017319085 1.0591098
1 0.0047184221 0.052706341 1.0984506
1 0.041122467 0.048833031 1.0363191
1 0.17165545 0.024699374 1.0560812
1 0.013308097 0.00019465739 1.0167206
1 0.001408907 0.0013253139 1.0986991
1 0.026942574 0.016613219 1.1032735
1 0.038620663 0.0037927288 1.0339481
1 0.016363815 0.044073251 1.0128219
1 0.0055434967 0.028516425 1.0276871
1 0.0037427608 0.0035807619 1.0100121
1 0.057850886 0.050400616 1.0009895
1 0.036719131 0.037838091 0.95707024
0 0.027806786 0.15558398 0.99541873
1 0.0095670647 0.056856327 0.95874577
0 0.038332065 0.17852801 0.91864721
1 0.029747183 0.0040504831 1.1315596
1 0.011647698 0.017724115 0.94076022
1 0.055121904 0.11087821 0.97050656
1 0.01511298 0.061752216 1.0510854
1 0.012439281 0.036875771 0.97661246
1 0.00073683863 0.011935183 1.0424964
0 0.055845121 0.07362921 1.0508907
1 0.046514907 0.026247715 0.92590335
1 0.049219985 0.033623232 0.90686181
1 0.025786505 0.0003074215 0.9326519
1 0.040640311 0.027270279 1.0766565
1 0.017453755 0.021617096 1.1356534
1 0.014933498 0.037195097 1.0362389
1 0.0091245456 0.056457912 1.0328331
1 0.0019623958 0.01561544 1.0027354
1 0.040226264 0.013525641 1.0438708
1 0.0067580633 0.021314126 0.99135537
1 0.0049196102 0.044060266 1.1139743
1 0.096521529 0.20209031 1.0780613
1 0.019889151 0.0096346886 1.0126632
1 0.054204407 0.0097670584 1.0713059
1 0.0093803996 0.020084671 0.96857493
1 0.067367718 0.03480074 1.0608961
1 0.039593669 0.036867344 1.0870831
0 0.053247664 0.013483276 0.95698741
1 0.080873062 0.10898754 1.0353453
1 0.080389233 0.044970614 0.92538907
1 0.0096968558 0.019679874 0.978427
1 0.0061800408 0.0058885026 1.0053313
1 0.036543786 0.050310277 1.0634873
1 0.05022409 0.0031355431 1.0245085
1 0.049761805 0.00098592015 1.0353828
1 0.052546329 0.0072617124 1.0759403
1 0.041252553 0.014516682 1.0388983
1 0.017081027 0.033541034 1.0072273
1 0.15854057 0.030347652 1.0614898
1 0.0110295 0.10254502 0.99121908
1 0.048138593 0.02100881 1.016327
1 0.091382863 0.10443106 0.99361234
1 0.053880628 0.095780051 1.0141463
1 0.0013490802 0.07832001 1.0755734
1 0.037262944 0.12203504 1.028587
1 0.0036755768 0.0014409178 1.0933788
1 0.016000697 0.085467091 1.0293844
1 0.028965872 0.010279361 0.99159695
1 0.046798691 0.02164466 1.0048568
1 0.096902064 0.14645995 1.1537825
1 0.010675106 0.015498917 0.96743638
1 0.021081971 0.043991885 1.0031847
1 0.0059410712 0.05225851 1.0190137
1 0.054017014 0.078257259 1.037937
1 0.0098051119 0.027845243 0.91773975
1 0.025257839 0.02947389 0.97691343
1 0.026934389 0.0089365538 0.99065587
0 0.18528836 0.14076433 1.2177825
0 0.09480551 0.2039785 1.1092193
1 0.0055657729 0.041347912 1.0346768
1 0.12303045 0.045790867 0.9652899
0 0.013945445 0.15180435 0.98644386
1 0.061978456 0.00010462201 0.98687615
1 0.070080009 0.08553179 1.0592658
1 0.032986838 0.093413953 1.0216348
1 0.049330553 0.030794447 1.0032739
1 0.041653437 0.0081566653 0.97974133
1 0.068738802 0.056242768 1.0023622
0 0.10602098 0.056168355 1.0361739
1 0.0074520837 0.0064743381 1.0066132
1 0.024312465 0.076366451 1.120196
1 0.032910319 0.013521056 0.99734266
1 0.037602666 0.031538682 0.96445798
1 0.014632471 0.053568712 1.0767394
1 0.036555816 0.004963071 1.0446165
1 0.0065620623 0.013134045 1.0120757
1 0.063996866 0.023763984 1.034449
1 0.017245912 0.028487105 1.0400514
1 0.040384728 0.0045225093 1.0003978
1 0.13460324 0.074036017 1.0421036
1 0.11171614 0.13842408 1.0307796
1 0.10708545 0.11072654 0.92240317
1 0.050705957 0.011996954 1.0123338
1 0.048211525 0.023026022 0.96454836
0 0.11533987 0.097611951 0.8820279
0 0.059343807 0.24398634 0.90672062
1 0.024418947 0.097563098 1.0208774
1 0.063749669 0.034230613 1.0915191
0 0.026497864 0.19111874 1.0790837
1 0.01064624 0.061934303 1.0098564
1 0.046713486 0.042989902 1.0546504
1 0.019156341 0.018481718 0.96340671
0 0.069288456 0.1295979 1.0278107
1 0.065615127 0.020446201 0.98593275
0 0.017169897 0.020914467 1.0368158
0 0.046618225 0.014197094 1.0712635
1 0.056055732 0.089382165 1.0198744
1 0.074718182 0.061347572 1.0121877
1 0.03280534 0.01081684 1.0153272
1 0.060166627 0.091969184 1.0676178
1 0.051153587 0.067334232 1.0063752
0 0.039553854 0.37322985 1.1510654
1 0.0039956194 0.058957706 1.0062405
1 0.077650048 0.079672147 1.0571294
1 0.025673019 0.017513206 1.0023424
1 0.045724828 0.08018973 1.1654896
1 0.012128055 0.01161534 1.0246264
0 0.11802515 0.14092502 1.0733591
1 0.11543201 0.01379774 1.0048761
1 0.0050615685 0.069657754 0.95729428
1 0.07258554 0.032283821 0.97560446
1 0.020957411 0.021645841 1.0039448
1 0.018070175 0.00086457104 0.98048085
1 0.01263718 0.015601872 0.98483123
1 0.063031878 0.016210441 0.99382744
1 0.0093839624 0.034764338 1.0871218
1 0.023329062 0.046832768 1.0043976
1 0.0085667942 0.092260849 0.9884644
1 0.10381899 0.060022109 1.0229758
1 0.027280668 0.0040836928 1.0298397
1 0.032477958 0.21507378 1.0513594
1 0.0050488362 0.015270048 1.0384389
1 0.14736537 0.097236104 1.0712133
1 0.025391292 0.058843807 1.0878699
1 0.038272361 0.057440682 1.1381994
1 0.088722896 0.049112373 1.002957
1 0.02366638 0.0011929772 0.98724059
1 0.00092356967 0.036382522 1.0050555
1 0.0037921776 0.082551752 1.1183909
1 0.038150528 0.10090804 0.90220542
1 0.027958947 0.05550709 1.0429
1 0.078489485 0.047470649 1.0197287
1 0.0044131416 0.063916196 1.023453
0 0.057857378 0.13041287 1.0295412
1 0.012245757 0.009833783 1.0237327
1 0.0093988866 0.093499315 0.94236634
1 0.038920021 0.028910056 0.97902242
1 0.049636399 0.051885088 1.0786899
1 0.0088244259 0.0029285817 1.0123618
1 0.025222434 0.089666614 0.97789395
1 0.032114612 0.050358931 0.95531008
1 0.014612848 0.073676297 0.92880711
1 0.10301489 0.079229211 1.0261951
1 0.021552594 0.011510207 0.98385855
1 0.10651196 0.00014776488 0.97238988
1 0.018758567 0.0032286672 0.9924642
1 0.0062239397 0.03224423 0.94929077
1 0.03278294 0.00089050514 1.0051524
1 0.016458182 0.098834691 0.93985645
1 0.048519004 0.063466457 1.0076451
1 0.037789193 0.11455776 1.0106621
1 0.027591452 0.022708078 0.98427784
1 0.020620429 0.051599959 0.94840046
1 0.014806788 0.0090646606 0.98397267
0 0.20526145 0.091306974 1.0139451
0 0.029395505 0.16119785 0.92146984
1 0.031723892 0.093281003 0.81807359
1 0.043812719 0.009270019 0.96770375
1 0.0028583981 0.015095493 0.99580807
1 0.013813417 0.011046768 1.064158
1 0.02036499 0.014433573 1.0185932
0 0.032087154 0.070904313 1.1990919
1 0.015015352 0.0069799935 1.0258391
1 0.034895969 0.075412957 1.0852549
1 0.086396193 0.010377941 0.88414768
0 0.049131499 0.18049698 0.94257296
0 0.046683938 0.060247367 0.98339125
1 0.0034708401 0.051067847 1.0684084
0 0.045584447 0.067008043 1.0209481
1 0.034161813 0.01381474 1.044376
0 0.07584774 0.058757081 0.93474145
1 0.062360824 0.084885384 1.0078849
1 0.072937924 0.0066472812 0.94613693
1 0.048682028 0.029279728 0.95858199
1 0.009498733 0.019169638 1.0175242
1 0.07584496 0.2271228 1.0997695
0 0.11230761 0.0013209996 1.0470876
1 0.041974696 0.036710347 1.0560307
1 0.030814699 0.21538674 1.0887416
0 0.044709857 0.028408542 1.0860988
1 0.063430704 0.02410498 1.0538353
1 0.019512398 0.10945887 1.1399644
1 0.029743013 0.022048138 0.97403468
1 0.065296106 0.080987051 1.1739809
1 0.098127437 0.0044723823 0.94166895
1 0.010622615 0.0069322023 1.0124424
1 0.033267897 0.034914802 1.0331955
1 0.031444217 0.051224473 0.98373825
0 0.18411231 0.2276199 1.09642
1 0.043017533 0.0082246 0.98263912
1 0.012110502 0.0092740708 0.98330376
1 0.12236566 0.094354505 1.0250342
1 0.064747418 0.045666016 1.0001247
1 0.013607157 0.10819626 1.0374349
1 0.065796173 0.13923961 1.0754761
1 0.032509902 0.14691773 1.1477887
1 0.027349369 0.0016495299 1.0241067
1 0.022622561 0.016714088 0.99669238
0 0.044058516 0.030063273 1.0606833
1 0.073850661 0.01521499 0.96215941
1 0.014325768 0.13990016 1.0669301
1 0.0033645386 0.0069068066 1.0253839
1 0.016434989 0.12423038 0.86678363
0 0.012773592 0.0028151527 1.0790734
1 0.030593864 0.0592902 1.0056952
